gene_id,mean_disease,mean_control,log2FC,pvalue,padj,gene_name,biotype
ENSG00000237720,3.9115822966354576,4.8326860687449535,-0.9211037721094959,0.0002016850280164295,0.002739042020795349,,lncRNA
ENSG00000231995,0.8681479288710042,1.4480961023985905,-0.5799481735275863,0.00020172726168277144,0.002739042020795349,RPL7AP76,processed_pseudogene
ENSG00000288596,2.4833730054123695,3.2181251137020768,-0.7347521082897073,0.00020306928209601338,0.0027520319027129554,C8orf44,lncRNA
ENSG00000261105,2.132895894740838,2.8367447742946776,-0.7038488795538398,0.00020399950874328,0.0027527045087284256,LMO7-AS1,lncRNA
ENSG00000237870,3.2340811492952577,4.114651491318178,-0.8805703420229207,0.0002042751875701576,0.0027527045087284256,,lncRNA
ENSG00000269983,0.5894300354435378,0.10152725932226314,0.48790277612127464,0.00020392530931601094,0.0027527045087284256,,lncRNA
ENSG00000253377,2.8703075763024013,3.497529500330603,-0.6272219240282015,0.00020485464182629087,0.0027553142220779086,,lncRNA
ENSG00000231672,2.4537247268653997,3.0301490347387103,-0.5764243078733107,0.0002062358473149395,0.00276348296721069,DIRC3,lncRNA
ENSG00000286808,0.8887786959126504,1.3269322928806782,-0.4381535969680278,0.00020622644887446917,0.00276348296721069,,lncRNA
ENSG00000254231,2.1907379121816564,2.8633029405607555,-0.6725650283790992,0.0002070081265777013,0.0027686367790598176,WWP1-AS1,lncRNA
ENSG00000276128,3.5977795361568643,4.600905092450959,-1.0031255562940946,0.00020891482210871892,0.0027889152514027488,,transcribed_processed_pseudogene
ENSG00000287172,1.5129124272578447,2.3466593111386342,-0.8337468838807895,0.00020968032529600222,0.0027939120956418802,,lncRNA
ENSG00000231367,2.2884620396030892,2.8593248695334186,-0.5708628299303293,0.00021111125384365437,0.0028077403630379504,LINC02613,lncRNA
ENSG00000237767,1.7420243333748426,2.4015085120175197,-0.659484178642677,0.00021318130534853097,0.0028282065646343625,LINC01370,lncRNA
ENSG00000276975,6.754962534763017,7.46865936848976,-0.7136968337267433,0.000213442080416959,0.0028282065646343625,HYDIN2,transcribed_unprocessed_pseudogene
ENSG00000242753,3.0135160110748913,3.782408088746091,-0.7688920776711998,0.00021383910467309697,0.002828220158472701,,lncRNA
ENSG00000275880,2.067887250533885,2.5382182643682443,-0.47033101383435927,0.00021653509845487307,0.0028536887880760958,NAXD-AS1,lncRNA
ENSG00000287977,2.476381683555393,3.106651986176068,-0.6302703026206751,0.0002165638929063629,0.0028536887880760958,,processed_pseudogene
ENSG00000267636,0.5537635183482402,1.0947510064529977,-0.5409874881047575,0.00021785860758849473,0.0028654625697919506,,lncRNA
ENSG00000205634,1.386972884082248,2.550576775903532,-1.163603891821284,0.00022178769615410765,0.0029117789079644058,LINC00898,lncRNA
ENSG00000226849,0.7855342209907089,1.1382451257158364,-0.35271090472512745,0.0002234415463102657,0.0029281092178860876,,lncRNA
ENSG00000285517,4.372411841012204,4.918409305894549,-0.5459974648823449,0.0002248508410247485,0.002941180781316399,,lncRNA
ENSG00000287044,2.5580270449598985,3.058364939673207,-0.5003378947133084,0.0002256371607030072,0.0029430705248850485,,lncRNA
ENSG00000248568,2.4305310641673157,3.2146522187753908,-0.7841211546080751,0.00022581946900546157,0.0029430705248850485,KRT8P48,processed_pseudogene
ENSG00000223963,0.8974231890969454,1.378147598541634,-0.48072440944468864,0.00022803065086929308,0.0029664752431848656,THAP12P8,processed_pseudogene
ENSG00000219085,1.1796785075798617,1.6504292171371546,-0.4707507095572929,0.00022856182846209272,0.002967979234320484,NPM1P37,processed_pseudogene
ENSG00000277901,0.810192567406327,1.2104747107239735,-0.40028214331764655,0.0002301912163684694,0.0029682410877569128,,lncRNA
ENSG00000286895,2.2797620029294303,2.8469226247228887,-0.5671606217934584,0.0002299774494018969,0.0029682410877569128,,lncRNA
ENSG00000215256,3.302871483920818,3.660937024124712,-0.3580655402038939,0.00023062478968061129,0.0029682410877569128,DHRS4-AS1,lncRNA
ENSG00000284606,3.095440574617676,3.7521984949063802,-0.6567579202887042,0.00023066001172011852,0.0029682410877569128,,lncRNA
ENSG00000250486,0.7206769133360524,1.5003625482196306,-0.7796856348835781,0.00022954062226809846,0.0029682410877569128,FAM218A,lncRNA
ENSG00000267365,1.5810357013355534,2.0422797331647136,-0.4612440318291602,0.00023112880484954523,0.002968924324164482,KCNJ2-AS1,lncRNA
ENSG00000235257,4.398652471721005,4.8437219331659165,-0.4450694614449118,0.0002319158119710174,0.0029736853305152716,ITGA9-AS1,lncRNA
ENSG00000232479,0.6580501122467413,1.2799337946586034,-0.6218836824118621,0.00023363538637299897,0.0029903654650106784,KRT8P52,processed_pseudogene
ENSG00000229151,1.3063630985547063,1.698854514634157,-0.3924914160794506,0.00023570017035012825,0.0030113964519510126,,lncRNA
ENSG00000259583,3.3464323056734533,4.062397364378064,-0.7159650587046111,0.00023730140275790568,0.003026440390173147,ALDH1A3-AS1,lncRNA
ENSG00000255757,2.0469998043699875,2.7408018992373004,-0.6938020948673129,0.0002384363052998495,0.0030354939259385474,,processed_pseudogene
ENSG00000253771,3.20196644417766,4.121562318395658,-0.9195958742179982,0.0002407339421528487,0.003059291485508266,TPTE2P1,transcribed_unprocessed_pseudogene
ENSG00000225963,2.2562352224482223,2.8115998362341506,-0.5553646137859283,0.0002445841145486405,0.003097198131394309,,lncRNA
ENSG00000248971,2.3982348145317505,2.864322684640407,-0.4660878701086566,0.0002443288376381414,0.003097198131394309,KRT8P46,processed_pseudogene
ENSG00000245849,3.2601988549392393,3.8670994297477255,-0.6069005748084861,0.0002452323165786918,0.0030999100973540124,RAD51-AS1,lncRNA
ENSG00000225764,1.28280523872244,1.6539047342490354,-0.3710994955265954,0.0002462058727621397,0.0031012387006476216,P3H2-AS1,lncRNA
ENSG00000186481,3.462649230701563,4.178261931245682,-0.7156127005441193,0.0002460675564885939,0.0031012387006476216,ANKRD20A5P,transcribed_unprocessed_pseudogene
ENSG00000203650,3.3905473095908425,3.9639273263010533,-0.5733800167102108,0.0002478782649626421,0.0031168073386675875,LINC01285,lncRNA
ENSG00000261501,3.0098367728533297,3.640952450217194,-0.6311156773638644,0.00025010470222763814,0.0031392755418449764,BBS7-DT,lncRNA
ENSG00000265713,1.2030901748881162,1.777179331307818,-0.5740891564197017,0.0002532096083829316,0.0031560611222877797,,transcribed_processed_pseudogene
ENSG00000257259,3.356455224590802,4.276949421769808,-0.9204941971790057,0.00025320299938780266,0.0031560611222877797,LINC02388,lncRNA
ENSG00000239002,5.460919451708461,6.49169317352258,-1.0307737218141186,0.00025319596151573975,0.0031560611222877797,SCARNA10,snoRNA
ENSG00000287275,1.2758174691782247,1.8217302361390488,-0.5459127669608241,0.00025312005740940613,0.0031560611222877797,,lncRNA
ENSG00000272321,3.4437725832963215,4.310447187892817,-0.8666746045964953,0.0002543976371818246,0.003165344816642145,,lncRNA
ENSG00000273765,0.9077910827330143,1.3070688938463886,-0.39927781111337424,0.00025639170386781984,0.0031846079113460337,,lncRNA
ENSG00000271474,1.789952040552928,2.477319424258583,-0.6873673837056551,0.0002575687196169074,0.0031936732560832516,UNC5C-AS1,lncRNA
ENSG00000254101,2.9223575149015244,3.554027746015549,-0.6316702311140245,0.0002582699967743629,0.003196818573591854,LINC02055,lncRNA
ENSG00000254911,4.0983734307832735,5.006673476271454,-0.9083000454881809,0.0002596126957739031,0.0032078786733861866,SCARNA9,lncRNA
ENSG00000180139,3.1129942851072494,3.891028889677542,-0.7780346045702924,0.000261094172863352,0.003215059625155276,ACTA2-AS1,lncRNA
ENSG00000203356,3.201203302898268,3.8087159695050206,-0.6075126666067527,0.00026103663913801256,0.003215059625155276,LINC01562,lncRNA
ENSG00000227110,3.5779454627834855,4.108338318150777,-0.5303928553672912,0.00026284078068994354,0.0032275484490684966,LMCD1-AS1,lncRNA
ENSG00000286788,1.5274849690464305,1.9623782326123638,-0.4348932635659333,0.0002630122090951925,0.0032275484490684966,,lncRNA
ENSG00000228828,2.5053052607476913,3.409175092287741,-0.9038698315400495,0.0002651624212082204,0.0032483533658132255,TLK2P2,processed_pseudogene
ENSG00000231427,3.306784125400851,3.8793329098281637,-0.5725487844273127,0.00026568929732495583,0.003249234523107593,LINC01445,lncRNA
ENSG00000229672,1.322055179181824,2.1722199457285964,-0.8501647665467724,0.0002744491508306357,0.0033319971003405164,,lncRNA
ENSG00000254363,1.420947094286413,2.7689212340647287,-1.3479741397783156,0.00027478945562875445,0.0033319971003405164,,lncRNA
ENSG00000271010,0.7735536123600681,1.1630056092546266,-0.38945199689455845,0.00027365278814373006,0.0033319971003405164,,processed_pseudogene
ENSG00000231566,2.4158422292024877,3.0931936996963745,-0.6773514704938868,0.00027369658149112297,0.0033319971003405164,LINC02595,lncRNA
ENSG00000273568,1.0480158248967133,1.448871349548808,-0.4008555246520946,0.00027443836072982286,0.0033319971003405164,,lncRNA
ENSG00000252010,4.398858927850936,5.356122228101381,-0.9572633002504451,0.0002756307001672287,0.0033365329840582157,SCARNA5,scaRNA
ENSG00000233396,3.693031857527974,4.216053249539309,-0.5230213920113349,0.0002766663741371467,0.0033434031202834204,LINC01719,lncRNA
ENSG00000270048,0.9677429390699199,1.5194047853809085,-0.5516618463109886,0.0002774437005026442,0.0033471332922126434,,lncRNA
ENSG00000239455,1.8893968114282707,2.6949157238998933,-0.8055189124716227,0.00027836156791205546,0.0033525435379897135,PTPN11P1,processed_pseudogene
ENSG00000236670,1.788514754404065,2.468296933846637,-0.679782179442572,0.00027903697317333,0.0033550203070773113,KRT18P5,processed_pseudogene
ENSG00000251152,2.850084443149272,3.6371248579183915,-0.7870404147691197,0.0002807924635914727,0.003370453403311425,,lncRNA
ENSG00000151303,2.919408042688468,3.454772846075345,-0.535364803386877,0.0002819972605494492,0.0033792356289331646,,lncRNA
ENSG00000227953,2.861438625861874,3.5244605741925126,-0.6630219483306385,0.0002849932229069818,0.003404508325957026,LINC01341,lncRNA
ENSG00000248019,4.069939566393608,4.630130275991552,-0.5601907095979435,0.00028553633257466515,0.003404508325957026,FAM13A-AS1,lncRNA
ENSG00000256847,0.8303410147022601,1.666480674215597,-0.836139659513337,0.0002850930792974715,0.003404508325957026,CCND2P1,processed_pseudogene
ENSG00000250869,2.0886313874286766,2.643634044461121,-0.5550026570324444,0.0002861382890753106,0.003405999434293114,,unprocessed_pseudogene
ENSG00000237646,0.9452019115502057,1.341923678301957,-0.3967217667517513,0.0002879169219165423,0.0034214686461363475,HLCS-IT1,lncRNA
ENSG00000231028,3.393295462665075,4.05687514515656,-0.6635796824914855,0.000289197883857506,0.0034309822035054945,AHI1-DT,lncRNA
ENSG00000146001,2.6098649920579993,3.276683381714985,-0.6668183896569859,0.00029049028958749723,0.0034405997483149342,PCDHB18P,transcribed_unprocessed_pseudogene
ENSG00000160766,3.168463096048934,3.9283596917711874,-0.7598965957222532,0.00029714380843048893,0.0035068037834175324,GBAP1,transcribed_unprocessed_pseudogene
ENSG00000244480,2.262784439551252,2.7849712094716375,-0.5221867699203853,0.000297552939337864,0.0035068037834175324,,transcribed_processed_pseudogene
ENSG00000186615,2.7341783685761913,3.2192688660774924,-0.48509049750130107,0.00029686376043369656,0.0035068037834175324,KTN1-AS1,lncRNA
ENSG00000229659,1.0566408457919765,1.482148455649197,-0.4255076098572206,0.00029940598866806667,0.0035228296063712227,RPL26P6,processed_pseudogene
ENSG00000231546,0.8567811184405406,1.3814779923819462,-0.5246968739414056,0.00030010213177611433,0.0035252128703042902,RPL3P5,transcribed_processed_pseudogene
ENSG00000287867,2.359839740702718,2.845170992990906,-0.4853312522881881,0.00030179666164387164,0.0035317587386558525,,lncRNA
ENSG00000238228,1.3307890176321648,1.8644781184646273,-0.5336891008324625,0.00030147705272987046,0.0035317587386558525,OR7E7P,unprocessed_pseudogene
ENSG00000242588,4.347663144318291,4.872851971023019,-0.5251888267047278,0.0003021428996525799,0.0035317587386558525,,lncRNA
ENSG00000232063,3.2092935412015615,3.739224651283605,-0.5299311100820434,0.00031582728479340183,0.0036736782866359542,,lncRNA
ENSG00000253726,0.813762727044901,1.413437619660461,-0.59967489261556,0.0003158145752748531,0.0036736782866359542,,lncRNA
ENSG00000283352,2.1475572936310416,2.891060657155317,-0.7435033635242752,0.0003152029104327436,0.0036736782866359542,,lncRNA
ENSG00000225210,2.0728193432136615,2.506888828279405,-0.4340694850657436,0.00031642453665803316,0.0036746407167669473,DUXAP9,transcribed_processed_pseudogene
ENSG00000263724,1.6209858507728312,2.3172204570563464,-0.6962346062835152,0.0003196540000331982,0.0037061182925926975,DLGAP1-AS3,lncRNA
ENSG00000249042,3.1152715271153437,3.638048521564273,-0.5227769944489293,0.00032110589197542616,0.0037169177965777856,FAM151B-DT,lncRNA
ENSG00000271860,3.3327068529105306,3.8143908767062937,-0.48168402379576314,0.0003231368935234791,0.0037343749086483614,,lncRNA
ENSG00000229321,3.693565074617592,4.225854405891796,-0.5322893312742036,0.00032713513723248155,0.0037744735866145126,,lncRNA
ENSG00000229358,2.8405108445785365,3.266032119126397,-0.42552127454786026,0.0003290117685534888,0.0037900033080790598,DPY19L1P1,unprocessed_pseudogene
ENSG00000284610,2.1957878111399225,2.8042689235277387,-0.6084811123878162,0.00033019236020481735,0.0037974779977178836,,transcribed_unprocessed_pseudogene
ENSG00000276398,0.6981122648410455,0.309732874613596,0.3883793902274495,0.000331241134816862,0.003803415088202618,,misc_RNA
ENSG00000228409,1.8971738370644347,2.570159055625391,-0.6729852185609562,0.0003347865772644898,0.003834438504523041,CCT6P1,transcribed_unprocessed_pseudogene
ENSG00000255571,5.4106428021805035,6.080010402476765,-0.6693676002962619,0.00033501674976510465,0.003834438504523041,MIR9-3HG,lncRNA
ENSG00000175772,4.987152666875766,5.813309975004205,-0.8261573081284386,0.0003374533781341782,0.0038561472426148807,LINC01106,lncRNA
ENSG00000230894,1.495007383658855,2.1116111891290505,-0.6166038054701954,0.00033833174665276466,0.0038600085217157273,,lncRNA
ENSG00000280169,1.0584663222426893,1.4509102019158495,-0.3924438796731602,0.0003396738049996628,0.0038670213429893236,,lncRNA
ENSG00000245573,2.7287025898969275,3.2466402256991986,-0.5179376358022711,0.0003404972054170674,0.0038670213429893236,BDNF-AS,lncRNA
ENSG00000255693,2.5464106078604507,3.4857698960738475,-0.9393592882133968,0.00034057076795579455,0.0038670213429893236,LINC02389,lncRNA
ENSG00000254302,0.9004907700258531,1.4919285249839764,-0.5914377549581233,0.00034471698120719374,0.003907886793304409,,lncRNA
ENSG00000223269,0.8106081508840227,1.4408536945496901,-0.6302455436656674,0.0003470518981507631,0.003928121484299128,RN7SKP53,misc_RNA
ENSG00000260664,4.016445862567094,4.689619477531666,-0.673173614964572,0.0003493250641610768,0.003938619646483227,,lncRNA
ENSG00000229325,1.1443285751118117,1.8690948584633784,-0.7247662833515667,0.00034963383588215713,0.003938619646483227,ACAP2-IT1,lncRNA
ENSG00000258733,1.94114365969836,2.3441852053208523,-0.4030415456224923,0.00034891106182399767,0.003938619646483227,LINC02328,lncRNA
ENSG00000267327,1.5245337035032573,1.9609756580635287,-0.43644195456027135,0.0003511140255048062,0.003942855927917179,,lncRNA
ENSG00000272563,3.5328814374202397,4.350967153457684,-0.818085716037444,0.00035070650475388376,0.003942855927917179,,lncRNA
ENSG00000261654,4.3424728602938,5.04531203849281,-0.7028391781990102,0.0003529624783333851,0.003957390926620152,,lncRNA
ENSG00000235859,2.575336482566636,3.093362414991105,-0.5180259324244689,0.00035382457646404575,0.003960838754084976,,processed_pseudogene
ENSG00000234592,0.8778138072672013,1.3807146343466778,-0.5029008270794766,0.00035452819557102444,0.003962504495724971,TJAP1P1,processed_pseudogene
ENSG00000248231,1.2672053359527153,1.9370637521368899,-0.6698584161841745,0.0003570068645375457,0.003983973478948674,KRT8P4,processed_pseudogene
ENSG00000283156,1.6737713479165786,2.2781921912648073,-0.6044208433482288,0.00035763303888636244,0.003984735044814978,,transcribed_unprocessed_pseudogene
ENSG00000287672,1.638688176686363,2.222635514449186,-0.5839473377628228,0.000359344628689362,0.00399669213246596,,lncRNA
ENSG00000242103,1.17336064435906,1.7949494555135475,-0.6215888111544874,0.0003598254048131633,0.00399669213246596,ARPC1AP1,processed_pseudogene
ENSG00000282164,5.316094503019248,6.032582302657888,-0.7164877996386396,0.00036335849291058153,0.004029668255228841,PEG13,lncRNA
ENSG00000247708,5.797039994897775,6.398158071882164,-0.6011180769843891,0.0003674078180235796,0.0040630597556902655,STX18-AS1,lncRNA
ENSG00000250041,1.207765479572044,1.6352905003484721,-0.42752502077642807,0.00036750722517164824,0.0040630597556902655,,lncRNA
ENSG00000231074,6.5023019600131695,6.977024956764608,-0.4747229967514386,0.00036984108534565685,0.004082542552610017,HCG18,lncRNA
ENSG00000286548,3.430182918713406,4.001010826814585,-0.5708279081011787,0.0003705909210753866,0.004084506725803104,,lncRNA
ENSG00000258725,1.8100275524657963,2.4696031538130274,-0.6595756013472311,0.0003757173438143635,0.004120416331298487,PRC1-AS1,lncRNA
ENSG00000236144,3.4953805532529567,4.107491243207685,-0.612110689954728,0.0003757274097704322,0.004120416331298487,TMEM147-AS1,lncRNA
ENSG00000283294,1.9582796913636396,2.756376799613462,-0.7980971082498225,0.0003748424322007615,0.004120416331298487,,lncRNA
ENSG00000287558,4.474445428500788,5.1517692163928075,-0.6773237878920195,0.0003761567415299094,0.004120416331298487,,lncRNA
ENSG00000177306,0.3748417989133703,0.00019015772149678795,0.37465164119187355,0.00037706520034563873,0.0041240423596761895,OR7E125P,unprocessed_pseudogene
ENSG00000272374,2.6339691130793295,3.236255919298759,-0.6022868062194298,0.00037845873451969325,0.004126644705251373,SCUBE3-AS1,lncRNA
ENSG00000261060,0.6716104430182277,1.0244323277361707,-0.35282188471794296,0.0003781162908627067,0.004126644705251373,,lncRNA
ENSG00000246695,4.125329119537528,4.468010364987598,-0.34268124545006984,0.00038034154544464016,0.0041408526182402745,RASSF8-AS1,lncRNA
ENSG00000234534,1.4155406260467451,2.0540284495252012,-0.6384878234784561,0.00038545226145858535,0.004190106623039903,CSNK1G2P1,processed_pseudogene
ENSG00000275377,0.6471546496294973,1.1763650715334488,-0.5292104219039515,0.00039313144243879883,0.0042670893037962026,MIR1299,miRNA
ENSG00000225192,1.26098882142924,2.2386109193813355,-0.9776220979520955,0.0003944803008866238,0.0042752326387439565,ZNF33BP1,processed_pseudogene
ENSG00000209582,3.7327207462542513,4.41297972848432,-0.6802589822300686,0.0003969391674152334,0.004279592695863743,SNORA48,snoRNA
ENSG00000250132,2.4970205161579972,2.9911368556708045,-0.4941163395128072,0.0003961837462831408,0.004279592695863743,,lncRNA
ENSG00000224881,1.4333090349549271,2.1502663095067547,-0.7169572745518276,0.0003972794675661806,0.004279592695863743,,processed_pseudogene
ENSG00000255920,1.9493899411687157,2.559969962818133,-0.6105800216494173,0.00039654894408958086,0.004279592695863743,CCND2-AS1,lncRNA
ENSG00000248994,4.693351631094744,5.421169862048893,-0.7278182309541483,0.00039964835694283884,0.004298627357358065,,lncRNA
ENSG00000259664,3.999734542807357,4.705419343842129,-0.705684801034772,0.000403921098013571,0.004299261523119112,LINC02254,lncRNA
ENSG00000231548,1.9270004660500961,2.5303178948008807,-0.6033174287507845,0.0004021407474661398,0.004299261523119112,OR55B1P,transcribed_unitary_pseudogene
ENSG00000224003,1.9929167903651075,2.734012649418356,-0.7410958590532484,0.0004017442057981935,0.004299261523119112,YES1P1,processed_pseudogene
ENSG00000286504,1.0980313369241486,1.6727352825540158,-0.5747039456298673,0.0004036806629301726,0.004299261523119112,,lncRNA
ENSG00000286782,1.8775005521318775,2.3947150686531558,-0.5172145165212783,0.0004021368968756267,0.004299261523119112,,lncRNA
ENSG00000269054,1.5037489159697182,1.9740701061798844,-0.4703211902101663,0.0004036164972893719,0.004299261523119112,ZNF497-AS1,lncRNA
ENSG00000273015,4.036802361559001,4.475248333649464,-0.438445972090463,0.00040158877639706603,0.004299261523119112,LINC00938,lncRNA
ENSG00000287360,0.7442002286514335,1.2501840933663986,-0.505983864714965,0.00040503509122147285,0.004304703305809165,,lncRNA
ENSG00000196951,1.5184623936361097,2.246652140279298,-0.7281897466431884,0.00040973000673583115,0.004348130324082178,SCOC-AS1,lncRNA
ENSG00000282943,1.4898495334359476,2.355784883821715,-0.8659353503857672,0.00041643585970185804,0.004412737255179036,PSG11-AS1,lncRNA
ENSG00000267058,1.7774293983221194,2.4609124202502217,-0.6834830219281023,0.000417518871470568,0.004417658933396735,,lncRNA
ENSG00000214135,4.927226216715165,5.3371092031328375,-0.4098829864176725,0.00041955966225448726,0.004432685070741935,SDHAP4,transcribed_unprocessed_pseudogene
ENSG00000176584,0.7372637326827269,1.1693962482278948,-0.43213251554516785,0.00042025475883811225,0.004433470439618608,DMBT1L1,transcribed_unitary_pseudogene
ENSG00000223705,4.761466411110498,5.430614914275901,-0.6691485031654025,0.0004251873132541384,0.004470660216193174,NSUN5P1,transcribed_unprocessed_pseudogene
ENSG00000251629,2.0757488796644723,2.6657805715584435,-0.5900316918939712,0.00042565793153337417,0.004470660216193174,LINC02241,lncRNA
ENSG00000152931,3.3143963678332264,4.066866168354779,-0.7524698005215527,0.0004246473244553517,0.004470660216193174,PART1,lncRNA
ENSG00000262943,3.2361690715282436,3.917906306156497,-0.6817372346282533,0.00042834745119746387,0.004492301756904973,ALOX12P2,transcribed_unprocessed_pseudogene
ENSG00000237928,3.487949526962424,4.087504204193481,-0.5995546772310569,0.0004296377363299797,0.0044988475464780445,NFIA-AS2,lncRNA
ENSG00000232303,1.1451129524514587,1.7313942125469266,-0.5862812600954679,0.0004302314301658505,0.0044988475464780445,DFFBP1,processed_pseudogene
ENSG00000255545,2.327685579703046,3.140112205034167,-0.8124266253311214,0.0004337647525218813,0.004502831195510576,B3GAT1-DT,lncRNA
ENSG00000243914,1.3247779544891152,1.8144921001614334,-0.4897141456723182,0.00043146023336371186,0.004502831195510576,RPL5P14,processed_pseudogene
ENSG00000287225,1.8463032226908125,2.515288941805794,-0.6689857191149817,0.0004332523651742193,0.004502831195510576,,lncRNA
ENSG00000173077,2.6946711939738917,3.3185107244621155,-0.6238395304882238,0.0004334056723802604,0.004502831195510576,DELEC1,lncRNA
ENSG00000214942,0.6022114362585238,1.0462692324243967,-0.44405779616587293,0.0004322453455141151,0.004502831195510576,,lncRNA
ENSG00000176700,5.138983830875355,5.71180275488197,-0.572818924006615,0.00043996094154019616,0.004553914557217508,SCAND2P,transcribed_unprocessed_pseudogene
ENSG00000216863,3.855928783175924,4.441694101556197,-0.5857653183802731,0.000439481347191073,0.004553914557217508,LY86-AS1,lncRNA
ENSG00000213376,0.9745742142885953,1.6332520423702226,-0.6586778280816273,0.0004412852520652155,0.00456040409447404,GAPDHP71,processed_pseudogene
ENSG00000275139,1.0455295625563177,1.4828723468870577,-0.43734278433074003,0.0004418649724693413,0.00456040409447404,,lncRNA
ENSG00000197322,1.3588726157226714,2.3721657849026663,-1.013293169179995,0.00044335033104614396,0.004569131405961847,TMEM132E-DT,lncRNA
ENSG00000269911,2.1642510477460837,2.764173690365097,-0.5999226426190134,0.00044518763903012015,0.004581455501373369,FAM226B,lncRNA
ENSG00000267107,3.3004886888843066,2.5851448909872055,0.7153437978971011,0.00044673578264498026,0.004590772603813595,PCAT19,lncRNA
ENSG00000288075,5.690107774555177,6.386216181260458,-0.6961084067052816,0.0004499851576964531,0.004617520109580557,,lncRNA
ENSG00000235381,2.1966067086836008,2.6917599025261687,-0.49515319384256795,0.0004549138703693334,0.004634800088698686,,lncRNA
ENSG00000236451,2.843020913028461,3.4660325726802266,-0.6230116596517656,0.0004543683385711539,0.004634800088698686,,lncRNA
ENSG00000229267,3.941654738274905,4.744971307725764,-0.8033165694508586,0.00045404974180063284,0.004634800088698686,SNHG31,lncRNA
ENSG00000285892,1.9542731604530421,2.528800829949386,-0.5745276694963439,0.00045418927363582995,0.004634800088698686,,lncRNA
ENSG00000286828,4.557854466532804,5.32376124559785,-0.7659067790650456,0.00045379292652136805,0.004634800088698686,,lncRNA
ENSG00000258536,1.0869895473255013,1.6057986834457736,-0.5188091361202722,0.0004566709299169691,0.004646073762773495,FKBP1BP1,processed_pseudogene
ENSG00000228939,1.2311450041095837,1.7257974176640476,-0.4946524135544639,0.00045946888584746937,0.004663494055157632,AKT3-IT1,lncRNA
ENSG00000258419,1.05031275859891,1.8153100358559493,-0.7649972772570393,0.00046034210429657385,0.004663494055157632,,lncRNA
ENSG00000223460,0.7659495808269747,1.4296471997581852,-0.6636976189312105,0.0004603226414692241,0.004663494055157632,GAPDHP69,processed_pseudogene
ENSG00000265735,3.9742894901202996,3.489478769233969,0.4848107208863306,0.00046277824047735727,0.0046815328519678266,RN7SL5P,misc_RNA
ENSG00000229855,0.7672551374831378,1.300291141746922,-0.5330360042637843,0.0004642464400148594,0.0046897426797540675,,lncRNA
ENSG00000235920,1.3002377718909062,1.8715696092476677,-0.5713318373567615,0.00046884785563694464,0.004729535854461947,THRAP3P3,processed_pseudogene
ENSG00000271147,3.1900480649649277,3.8386093426685353,-0.6485612777036076,0.00047575003173605523,0.0047856432769843756,ARMCX5-GPRASP2,lncRNA
ENSG00000246263,1.4214872268521528,1.8655966450293708,-0.44410941817721805,0.0004754853848099039,0.0047856432769843756,UBR5-DT,lncRNA
ENSG00000262223,3.693070406780536,4.645520879548558,-0.9524504727680219,0.00047923316460019016,0.004809221402346509,LINC03048,lncRNA
ENSG00000261396,0.5753427517582589,0.16638761267109609,0.4089551390871628,0.00047944072227257273,0.004809221402346509,,lncRNA
ENSG00000251623,3.690642918060037,4.709893335980777,-1.0192504179207398,0.0004832280615139073,0.004833634195143314,,transcribed_processed_pseudogene
ENSG00000270878,1.1678942473523273,1.572238933063069,-0.4043446857107418,0.0004827065449706236,0.004833634195143314,GCATP1,processed_pseudogene
ENSG00000236901,6.223060917640978,6.816614417251955,-0.5935534996109775,0.00048556462590321203,0.004850213368112924,MIR600HG,lncRNA
ENSG00000258985,1.8170399452936936,2.411260153231883,-0.5942202079381895,0.0004885754915964213,0.0048734722918738005,,lncRNA
ENSG00000286736,0.6407011246540376,1.6650693598204525,-1.0243682351664147,0.0004910799848685254,0.0048848095430793995,,lncRNA
ENSG00000189136,3.0988440463219793,3.5784327779572336,-0.4795887316352543,0.0004910333800600686,0.0048848095430793995,UBE2Q2P1,transcribed_unprocessed_pseudogene
ENSG00000269837,3.3676256030370646,4.17935374249346,-0.8117281394563958,0.0004943545587543507,0.004910542779726805,IPO5P1,transcribed_processed_pseudogene
ENSG00000249306,2.068123367103318,2.5874344751486658,-0.5193111080453479,0.0004952393753590023,0.004912499470574993,LINC01411,lncRNA
ENSG00000261971,3.439675903724584,4.0790268043471185,-0.6393509006225346,0.0004974920606497513,0.004928000412150518,MMP25-AS1,lncRNA
ENSG00000170919,5.46236083030832,5.91362789440637,-0.45126706409805006,0.000499986288373222,0.004945847744545085,TPT1-AS1,lncRNA
ENSG00000215196,4.585330542142391,5.209049938967426,-0.6237193968250345,0.0005008879567613977,0.0049461209195740385,BASP1-AS1,lncRNA
ENSG00000251615,2.818514830878459,3.3156619586692333,-0.4971471277907744,0.0005013989842861388,0.0049461209195740385,,lncRNA
ENSG00000257800,2.1574593497152685,2.726136918132516,-0.5686775684172476,0.0005071462875720911,0.004995915566675689,FNBP1P1,processed_pseudogene
ENSG00000279342,1.986197549874477,2.5959963851766465,-0.6097988353021695,0.0005092812413574066,0.005010036674620659,,lncRNA
ENSG00000273618,1.4668166381417949,2.1254185834827144,-0.6586019453409195,0.0005103520188471933,0.005013664537285632,,lncRNA
ENSG00000272620,1.6465685564647765,2.2311059769899124,-0.5845374205251359,0.000520076173554429,0.005102175867480401,AFAP1-AS1,lncRNA
