gene_id,mean_disease,mean_control,log2FC_AD,pvalue_AD,padj_AD,gene_name,biotype,log2FC_ALS,padj_ALS,pvalue_ALS
ENSG00000223403,2.0588936381204195,3.109886530552688,-1.0509928924322685,7.947365419092023e-07,9.944448624292549e-05,MEG9,lncRNA,-0.7559928427878093,0.0399154998817072,0.000488626920697
ENSG00000183666,3.641174191552979,4.355545897190507,-0.7143717056375274,2.628983251762307e-06,0.0001955853998342,GUSBP1,transcribed_unprocessed_pseudogene,0.3134679402933074,0.0475917170107678,0.0006389699954535
ENSG00000166763,0.6171286553658029,1.1897938198910938,-0.5726651645252909,0.0013325198105129,0.0091684551894832,STRCP1,transcribed_unprocessed_pseudogene,-0.8830591974584574,0.0263820609905593,0.0001917808534574
ENSG00000224596,1.887956785708229,2.468592691783249,-0.5806359060750204,0.0029625986002503,0.0157549361154045,ZMIZ1-AS1,lncRNA,-0.6244697057065958,0.0165471098531416,7.762312936608043e-05
ENSG00000204044,0.6670278144152008,0.3821869191404638,0.2848408952747369,0.0152386322030684,0.0493355898432976,SLC12A5-AS1,lncRNA,-0.5327321568712109,0.0320837682255596,0.0003206212517102
